#	Program:featureCounts	v2.1.1	Command:"featureCounts"	"-a"	"ref.gtf"	"-o"	"count.txt"	"-t"	"gene"	"-g"	"gene_id"	"-s"	"1"	"SRR10379721_1_trimmed_mapped.bam"	"SRR10379722_1_trimmed_mapped.bam"	"SRR10379723_1_trimmed_mapped.bam"	"SRR10379724_1_trimmed_mapped.bam"	"SRR10379725_1_trimmed_mapped.bam"	"SRR10379726_1_trimmed_mapped.bam"
Geneid	Chr	Start	End	Strand	Length	SRR10379721_1_trimmed_mapped.bam	SRR10379722_1_trimmed_mapped.bam	SRR10379723_1_trimmed_mapped.bam	SRR10379724_1_trimmed_mapped.bam	SRR10379725_1_trimmed_mapped.bam	SRR10379726_1_trimmed_mapped.bam
SAOUHSC_01856	NC_007795.1	1761822	1763135	-	1314	10182	7684	7226	12947	18475	2222
SAOUHSC_01857	NC_007795.1	1763159	1766983	-	3825	19786	14688	13350	28373	36818	8326
SAOUHSC_01858	NC_007795.1	1767004	1767600	-	597	1467	992	932	2304	2820	927
SAOUHSC_01859	NC_007795.1	1767629	1768486	-	858	1592	1099	1087	2180	1828	339
SAOUHSC_01860	NC_007795.1	1768586	1768897	-	312	2036	1373	1217	4921	4491	1301
SAOUHSC_01861	NC_007795.1	1768962	1770038	-	1077	3202	2009	2006	3443	3862	1142
SAOUHSC_01863	NC_007795.1	1770125	1770436	+	312	2013	1310	1562	4336	4115	218
SAOUHSC_01864	NC_007795.1	1770561	1771403	-	843	1851	1391	1129	2399	3135	860
SAOUHSC_01865	NC_007795.1	1771873	1772517	-	645	14965	11918	12187	12514	17938	2878
SAOUHSC_01866	NC_007795.1	1772532	1773257	-	726	16830	13609	12149	19422	21897	7852
SAOUHSC_01867	NC_007795.1	1773873	1774721	-	849	4111	2877	3188	4796	6201	1110
SAOUHSC_01868	NC_007795.1	1774725	1776134	-	1410	2749	2180	1766	9647	11415	5751
SAOUHSC_01869	NC_007795.1	1776998	1777420	-	423	7463	7904	5972	19210	32898	4003
SAOUHSC_01870	NC_007795.1	1777437	1778132	-	696	4366	3306	3463	4597	7013	993
SAOUHSC_01871	NC_007795.1	1778129	1779790	-	1662	4238	3161	2912	6383	6061	1314
SAOUHSC_01872	NC_007795.1	1780197	1781465	+	1269	1878	1732	1393	2212	2946	810
SAOUHSC_01873	NC_007795.1	1781582	1788142	-	6561	5309	3697	3985	1524	1701	297
SAOUHSC_01874	NC_007795.1	1788485	1788796	-	312	449	333	330	821	1500	652
SAOUHSC_01875	NC_007795.1	1788818	1791235	-	2418	3301	2936	2304	6862	7632	2355
SAOUHSC_01876	NC_007795.1	1791523	1792704	-	1182	2254	2201	1509	2850	2258	595
SAOUHSC_01877	NC_007795.1	1792814	1793767	+	954	2612	1952	1562	3697	3791	997
SAOUHSC_01878	NC_007795.1	1793764	1794327	+	564	2204	1549	1359	2730	2853	225
SAOUHSC_01879	NC_007795.1	1794447	1794848	-	402	6790	5188	4838	7483	6614	444
SAOUHSC_01880	NC_007795.1	1795368	1796080	-	713	310	236	228	168	214	16
SAOUHSC_01882	NC_007795.1	1796427	1797254	-	828	7377	5020	4703	5855	6019	895
SAOUHSC_01883	NC_007795.1	1797257	1797376	-	120	15	8	24	11	35	5
SAOUHSC_01884	NC_007795.1	1797488	1798489	+	1002	3919	5375	2109	27468	39497	5510
SAOUHSC_01886	NC_007795.1	1798611	1799075	-	465	1202	1161	906	1085	810	277
SAOUHSC_01887	NC_007795.1	1799088	1800269	-	1182	2494	2950	2330	2314	2757	444
SAOUHSC_01888	NC_007795.1	1800280	1800912	-	633	1390	1517	1168	1288	1328	302
SAOUHSC_01889	NC_007795.1	1800919	1801923	-	1005	2514	3071	2203	2898	2875	1006
SAOUHSC_01890	NC_007795.1	1802443	1803945	-	1503	447	359	300	710	734	150
SAOUHSC_01891	NC_007795.1	1804468	1804782	+	315	456	433	366	292	470	12
SAOUHSC_01893	NC_007795.1	1804782	1806074	+	1293	1758	1585	1707	1080	1413	62
SAOUHSC_01894	NC_007795.1	1806092	1806487	+	396	943	832	874	616	606	169
SAOUHSC_01895	NC_007795.1	1806782	1807636	-	855	8618	7199	6490	9287	12015	1659
SAOUHSC_01896	NC_007795.1	1807912	1808136	-	225	1162	773	804	1774	2172	115
SAOUHSC_01897	NC_007795.1	1808335	1808805	+	471	634	465	701	574	401	17
SAOUHSC_01898	NC_007795.1	1808918	1809361	+	444	687	518	846	595	333	21
SAOUHSC_01899	NC_007795.1	1809348	1809791	-	444	371	274	306	1426	2102	93
SAOUHSC_01900	NC_007795.1	1810087	1810722	+	636	1260	703	1023	461	287	27
SAOUHSC_01901	NC_007795.1	1811162	1811875	-	714	7083	5242	2796	12216	12580	873
SAOUHSC_01902	NC_007795.1	1812135	1812437	+	303	43	21	35	288	243	26
SAOUHSC_01903	NC_007795.1	1812693	1813058	+	366	48	36	40	147	198	22
SAOUHSC_01904	NC_007795.1	1813055	1813408	+	354	116	72	74	102	141	14
SAOUHSC_01905	NC_007795.1	1813964	1815217	+	1254	295	237	243	126	115	8
SAOUHSC_01907	NC_007795.1	1815492	1816325	-	834	1236	1109	575	2140	2923	1100
SAOUHSC_01908	NC_007795.1	1816537	1817445	-	909	9538	7693	6676	10520	11654	575
SAOUHSC_01909	NC_007795.1	1817570	1818763	-	1194	8941	6882	7154	9223	11336	2794
SAOUHSC_01910	NC_007795.1	1819134	1820726	+	1593	38711	39929	24271	32302	38226	5677
SAOUHSC_01911	NC_007795.1	1820862	1821347	-	486	656	476	556	1183	2037	78
SAOUHSC_01912	NC_007795.1	1821722	1822468	-	747	669	371	372	185	163	97
SAOUHSC_01913	NC_007795.1	1822473	1822946	-	474	66	41	46	52	82	17
SAOUHSC_01914	NC_007795.1	1823012	1823269	+	258	1198	835	792	1860	2167	254
SAOUHSC_01915	NC_007795.1	1823266	1824267	-	1002	887	577	503	799	787	174
SAOUHSC_01916	NC_007795.1	1824272	1825750	-	1479	706	507	377	909	956	293
SAOUHSC_01917	NC_007795.1	1825909	1826364	-	456	502	317	367	89	103	4
SAOUHSC_01918	NC_007795.1	1826667	1827317	+	651	11067	14669	8926	11323	9190	1177
SAOUHSC_01919	NC_007795.1	1827398	1828393	+	996	17683	21597	14139	14221	8861	1826
SAOUHSC_01920	NC_007795.1	1828469	1829095	+	627	330	291	273	450	374	25
SAOUHSC_01921	NC_007795.1	1829136	1829480	+	345	209	155	135	216	126	6
SAOUHSC_01922	NC_007795.1	1829578	1830129	+	552	504	313	332	378	367	33
SAOUHSC_01923	NC_007795.1	1830347	1830988	-	642	92	53	64	230	219	20
SAOUHSC_01924	NC_007795.1	1831102	1831287	-	186	18	6	6	10	32	1
SAOUHSC_01925	NC_007795.1	1831289	1831465	-	177	25	24	28	29	29	33
SAOUHSC_01926	NC_007795.1	1831476	1831859	-	384	380	313	287	336	778	167
SAOUHSC_01928	NC_007795.1	1832463	1832606	-	144	146	147	93	147	284	7
SAOUHSC_01929	NC_007795.1	1833027	1833128	+	102	33	20	13	39	10	3
SAOUHSC_01930	NC_007795.1	1833476	1833835	-	360	409	240	511	453	710	55
SAOUHSC_01931	NC_007795.1	1834373	1838485	-	4113	690	409	587	1037	1291	217
SAOUHSC_01932	NC_007795.1	1839335	1840534	-	1200	795	496	480	1275	1656	429
SAOUHSC_01933	NC_007795.1	1840527	1842266	-	1740	520	352	288	1587	1727	603
SAOUHSC_01934	NC_007795.1	1842247	1842381	-	135	22	6	12	6	5	3
SAOUHSC_01935	NC_007795.1	1842446	1843165	-	720	1468	633	628	239	354	107
SAOUHSC_01936	NC_007795.1	1843316	1844032	-	717	760	408	323	159	255	70
SAOUHSC_01937	NC_007795.1	1844134	1844241	+	108	3	1	5	4	9	0
SAOUHSC_01938	NC_007795.1	1844190	1844909	-	720	1152	622	504	253	474	217
SAOUHSC_01939	NC_007795.1	1845030	1845749	-	720	1089	679	501	281	593	142
SAOUHSC_01941	NC_007795.1	1845807	1846529	-	723	1019	569	495	358	917	166
SAOUHSC_01942	NC_007795.1	1846654	1847361	-	708	1083	612	467	414	764	172
SAOUHSC_01944	NC_007795.1	1848325	1848891	+	567	880	463	504	905	686	76
SAOUHSC_01945	NC_007795.1	1849365	1850063	-	699	672	560	524	1326	2310	214
SAOUHSC_01947	NC_007795.1	1850060	1850821	-	762	567	546	360	1395	1350	595
SAOUHSC_01948	NC_007795.1	1850818	1851510	-	693	1166	1315	782	2677	3168	454
SAOUHSC_01949	NC_007795.1	1851533	1852906	-	1374	991	872	583	1325	1715	201
SAOUHSC_01950	NC_007795.1	1852916	1853434	-	519	61	47	48	44	47	4
SAOUHSC_01951	NC_007795.1	1853450	1854694	-	1245	259	148	171	131	205	19
SAOUHSC_01952	NC_007795.1	1854687	1857680	-	2994	521	347	363	338	516	24
SAOUHSC_01953	NC_007795.1	1857745	1857888	-	144	367	241	162	159	141	6
SAOUHSC_01954	NC_007795.1	1859010	1859993	-	984	476	328	292	153	166	26
SAOUHSC_01955	NC_007795.1	1859995	1860900	-	906	214	160	137	75	94	8
SAOUHSC_01956	NC_007795.1	1861729	1862268	+	540	373	268	319	224	195	9
SAOUHSC_01957	NC_007795.1	1862281	1863069	+	789	1751	1265	1347	2691	4614	461
SAOUHSC_T00050	NC_007795.1	1864312	1864400	-	89	151	120	80	227	166	156
SAOUHSC_T00019	NC_007795.1	1864455	1864526	-	72	712	553	418	477	108	574
SAOUHSC_T0009	NC_007795.1	1864528	1864602	-	75	309	221	194	189	40	148
SAOUHSC_T00022	NC_007795.1	1864617	1864690	-	74	419	365	320	289	81	160
SAOUHSC_T00026	NC_007795.1	1864706	1864781	-	76	1107	851	766	731	374	584
SAOUHSC_T00042	NC_007795.1	1864795	1864867	-	73	1023	834	787	945	757	475
SAOUHSC_T00012	NC_007795.1	1864884	1864959	-	76	163	118	87	177	93	159
SAOUHSC_T00038	NC_007795.1	1864981	1865054	-	74	308	264	194	496	243	545
SAOUHSC_01958	NC_007795.1	1865526	1866080	-	555	728	688	522	1499	2132	491
SAOUHSC_01960	NC_007795.1	1866403	1867803	-	1401	5771	5300	4401	5296	6600	1254
SAOUHSC_01961	NC_007795.1	1867827	1868750	-	924	2622	2602	1921	2971	3809	990
SAOUHSC_01962	NC_007795.1	1868808	1869845	-	1038	2710	2581	2034	3298	4796	585
SAOUHSC_01963	NC_007795.1	1869835	1869945	-	111	0	0	1	2	1	2
SAOUHSC_01964	NC_007795.1	1870108	1870611	+	504	3139	2869	1669	13651	18927	689
SAOUHSC_01966	NC_007795.1	1870735	1871958	-	1224	2372	1458	1515	4684	5881	750
SAOUHSC_01967	NC_007795.1	1871951	1872691	-	741	1126	803	545	3271	3580	377
SAOUHSC_01968	NC_007795.1	1872825	1873247	+	423	2618	2212	1924	4431	5369	195
SAOUHSC_01969	NC_007795.1	1873389	1873754	+	366	9973	8641	6109	34255	34039	15910
SAOUHSC_01971	NC_007795.1	1874487	1875044	+	558	133	101	90	509	450	42
SAOUHSC_01972	NC_007795.1	1875249	1876211	+	963	53881	39508	49967	10405	15304	1932
SAOUHSC_01973	NC_007795.1	1876332	1877273	-	942	8562	6009	6113	10914	12749	2096
SAOUHSC_01974	NC_007795.1	1877270	1880206	-	2937	14115	10828	10723	23355	27609	3626
SAOUHSC_01975	NC_007795.1	1880196	1881392	-	1197	3129	2652	2249	10781	12698	1089
SAOUHSC_01976	NC_007795.1	1881683	1881781	-	99	52	51	31	20	24	2
SAOUHSC_01977	NC_007795.1	1882164	1882508	-	345	8030	6253	4905	10648	11907	845
SAOUHSC_01978	NC_007795.1	1882577	1883701	-	1125	3469	2389	2492	3317	3586	287
SAOUHSC_01979	NC_007795.1	1883880	1884344	-	465	1532	1164	1031	1112	1186	85
SAOUHSC_01980	NC_007795.1	1884700	1885323	-	624	491	370	327	653	769	57
SAOUHSC_01981	NC_007795.1	1885345	1886457	-	1113	931	628	601	1320	1546	125
SAOUHSC_01982	NC_007795.1	1886620	1887441	+	822	2709	2411	1630	5246	5192	921
SAOUHSC_01983	NC_007795.1	1887904	1889289	-	1386	3795	3238	2104	9760	10150	2943
SAOUHSC_01984	NC_007795.1	1889485	1889880	-	396	375	298	318	745	636	46
SAOUHSC_01985	NC_007795.1	1889999	1890361	+	363	74	34	32	29	20	7
SAOUHSC_01986	NC_007795.1	1890657	1890809	-	153	6199	4534	3778	10074	8444	1046
SAOUHSC_01987	NC_007795.1	1890834	1891433	-	600	16738	14680	10479	29378	28305	3783
SAOUHSC_01988	NC_007795.1	1891592	1892062	-	471	932	815	730	1138	1539	311
SAOUHSC_01989	NC_007795.1	1892067	1893209	-	1143	1897	1687	1510	2883	3754	722
SAOUHSC_01990	NC_007795.1	1893345	1894073	-	729	1766	1149	1526	600	1415	351
SAOUHSC_01991	NC_007795.1	1894060	1895517	-	1458	1913	1375	1710	520	1843	152
SAOUHSC_01992	NC_007795.1	1895775	1896836	-	1062	2503	2491	2319	3661	3788	656
SAOUHSC_01993	NC_007795.1	1897329	1898648	+	1320	589	397	380	766	638	30
SAOUHSC_T00031	NC_007795.1	1898905	1898988	-	84	1147	682	672	2431	2415	6003
SAOUHSC_T00046	NC_007795.1	1899027	1899101	-	75	912	607	577	543	195	152
SAOUHSC_T00047	NC_007795.1	1899115	1899189	-	75	424	288	301	168	74	293
SAOUHSC_T00023	NC_007795.1	1899205	1899279	-	75	751	644	655	276	222	181
SAOUHSC_T00015	NC_007795.1	1899287	1899360	-	74	578	466	363	279	147	121
SAOUHSC_T00016	NC_007795.1	1899366	1899437	-	72	1670	1171	1060	968	161	343
SAOUHSC_T00027	NC_007795.1	1899449	1899521	-	73	2458	2053	1496	1158	342	971
SAOUHSC_T00056	NC_007795.1	1899524	1899597	-	74	1331	1352	830	518	368	494
SAOUHSC_T00057	NC_007795.1	1899613	1899693	-	81	1980	1657	1638	1455	2638	947
SAOUHSC_T00054	NC_007795.1	1899699	1899774	-	76	1710	1738	1291	499	621	190
SAOUHSC_T00043	NC_007795.1	1899782	1899854	-	73	973	697	716	534	292	284
SAOUHSC_T00013	NC_007795.1	1899873	1899948	-	76	368	280	274	159	102	150
SAOUHSC_T00039	NC_007795.1	1899958	1900031	-	74	3057	1996	1723	1021	431	1048
SAOUHSC_T00051	NC_007795.1	1900046	1900138	-	93	3838	3289	2611	1113	323	500
SAOUHSC_T00014	NC_007795.1	1900177	1900252	-	76	2154	1947	1773	607	411	550
SAOUHSC_T00052	NC_007795.1	1900263	1900352	-	90	1253	938	634	389	93	203
SAOUHSC_T00040	NC_007795.1	1900362	1900435	-	74	1612	1158	1212	594	322	444
SAOUHSC_T00041	NC_007795.1	1900461	1900537	-	77	5166	3583	3869	1986	1311	1214
SAOUHSC_T0002	NC_007795.1	1900559	1900634	-	76	640	548	404	234	147	164
SAOUHSC_T00045	NC_007795.1	1900652	1900725	-	74	745	499	499	443	606	334
SAOUHSC_T0007	NC_007795.1	1900735	1900808	-	74	4187	3498	2429	1964	883	1131
SAOUHSC_T00032	NC_007795.1	1900827	1900915	-	89	708	661	370	427	93	122
SAOUHSC_T00024	NC_007795.1	1900926	1901000	-	75	67	55	68	28	11	9
SAOUHSC_T00033	NC_007795.1	1901004	1901085	-	82	3104	2434	1326	1822	61	1201
SAOUHSC_T00036	NC_007795.1	1901089	1901164	-	76	932	1156	435	422	162	389
SAOUHSC_T00055	NC_007795.1	1901170	1901245	-	76	235	214	104	130	52	119
SAOUHSC_T00060	NC_007795.1	1901262	1901337	-	76	8	6	9	3	2	1
SAOUHSC_R00013	NC_007795.1	1901349	1901463	-	115	8	2	1	4	1	9
SAOUHSC_R0008	NC_007795.1	1901536	1904457	-	2922	1915	2674	788	1329	939	2695
SAOUHSC_T0003	NC_007795.1	1904671	1904746	-	76	3850	1414	1817	660	579	512
SAOUHSC_T00028	NC_007795.1	1904765	1904841	-	77	105	152	80	59	35	17
SAOUHSC_R0003	NC_007795.1	1904931	1906485	-	1555	431	241	94	512	333	1030
SAOUHSC_01997	NC_007795.1	1907224	1907670	-	447	30715	23271	23075	26306	36256	1880
SAOUHSC_01998	NC_007795.1	1907767	1908717	-	951	2874	2010	2507	4277	6756	426
SAOUHSC_01999	NC_007795.1	1908723	1909178	-	456	1285	918	974	2157	4043	182
SAOUHSC_02000	NC_007795.1	1909259	1910548	+	1290	6497	4635	6612	3240	3648	1399
SAOUHSC_02001	NC_007795.1	1910892	1911935	+	1044	11337	7954	11339	6590	9459	917
SAOUHSC_02002	NC_007795.1	1912025	1912117	-	93	158	114	108	114	110	9
SAOUHSC_02003	NC_007795.1	1912126	1913862	-	1737	7356	7951	5379	4530	5789	801
SAOUHSC_02004	NC_007795.1	1914153	1914695	-	543	8985	6695	9221	3403	3800	817
SAOUHSC_02005	NC_007795.1	1914997	1916034	-	1038	1939	1549	1892	1915	2542	253
SAOUHSC_02006	NC_007795.1	1916186	1917163	+	978	14810	11198	10645	7134	7015	1434
SAOUHSC_02008	NC_007795.1	1917424	1918260	-	837	1621	852	1480	2026	2265	138
SAOUHSC_02009	NC_007795.1	1918269	1919786	-	1518	1536	1151	1135	4231	5384	693
SAOUHSC_02010	NC_007795.1	1919801	1920091	-	291	354	244	232	1197	1954	186
SAOUHSC_02011	NC_007795.1	1920093	1920911	-	819	682	524	471	1549	2743	193
SAOUHSC_02012	NC_007795.1	1921172	1921981	-	810	19460	17082	18661	7897	11589	825
SAOUHSC_02013	NC_007795.1	1922322	1922837	-	516	6502	6219	4642	14888	14721	2628
SAOUHSC_02014	NC_007795.1	1922968	1923129	-	162	427	324	358	695	703	34
SAOUHSC_02015	NC_007795.1	1923456	1923557	+	102	0	0	0	0	0	0
SAOUHSC_02016	NC_007795.1	1923883	1924083	-	201	0	0	0	0	0	0
SAOUHSC_02017	NC_007795.1	1924070	1924180	-	111	0	0	0	0	0	0
SAOUHSC_02018	NC_007795.1	1924251	1924403	-	153	0	0	0	0	0	0
SAOUHSC_02019	NC_007795.1	1924647	1926092	-	1446	0	0	0	0	0	0
SAOUHSC_02020	NC_007795.1	1926073	1926510	-	438	0	0	0	0	0	0
SAOUHSC_02021	NC_007795.1	1926566	1926961	-	396	0	0	0	0	0	0
SAOUHSC_02022	NC_007795.1	1926967	1928139	-	1173	0	0	0	0	0	0
SAOUHSC_02023	NC_007795.1	1928152	1930050	-	1899	0	0	0	0	0	0
SAOUHSC_02025	NC_007795.1	1930187	1930486	-	300	0	0	0	0	0	0
SAOUHSC_02026	NC_007795.1	1930526	1930699	-	174	0	0	0	0	0	0
SAOUHSC_02027	NC_007795.1	1930703	1931080	-	378	0	0	0	0	0	0
SAOUHSC_02028	NC_007795.1	1931080	1932903	-	1824	0	0	0	0	0	0
SAOUHSC_02029	NC_007795.1	1932903	1934813	-	1911	0	0	0	0	0	0
SAOUHSC_02030	NC_007795.1	1934828	1936729	-	1902	0	0	0	0	0	0
SAOUHSC_02031	NC_007795.1	1936738	1937685	-	948	0	0	0	0	0	0
SAOUHSC_02033	NC_007795.1	1937698	1941165	-	3468	0	0	0	0	0	0
SAOUHSC_02034	NC_007795.1	1941182	1941526	-	345	0	0	0	0	0	0
SAOUHSC_02035	NC_007795.1	1941556	1941921	-	366	0	0	0	0	0	0
SAOUHSC_02036	NC_007795.1	1941983	1942564	-	582	0	0	0	0	0	0
SAOUHSC_02037	NC_007795.1	1942583	1942966	-	384	0	0	0	0	0	0
SAOUHSC_02038	NC_007795.1	1942978	1943325	-	348	0	0	0	0	0	0
SAOUHSC_02040	NC_007795.1	1943325	1943627	-	303	0	0	0	0	0	0
SAOUHSC_02041	NC_007795.1	1943624	1943956	-	333	0	0	0	0	0	0
SAOUHSC_02042	NC_007795.1	1943965	1944252	-	288	0	0	0	0	0	0
SAOUHSC_02043	NC_007795.1	1944274	1945248	-	975	0	0	0	0	0	0
SAOUHSC_02044	NC_007795.1	1945262	1945882	-	621	0	0	0	0	0	0
SAOUHSC_02046	NC_007795.1	1945991	1946161	-	171	0	0	0	0	0	0
SAOUHSC_02047	NC_007795.1	1946234	1947229	-	996	0	0	0	0	0	0
SAOUHSC_02048	NC_007795.1	1947236	1948771	-	1536	0	0	0	0	0	0
SAOUHSC_02049	NC_007795.1	1948782	1950059	-	1278	0	0	0	0	0	0
SAOUHSC_02050	NC_007795.1	1950046	1950486	-	441	0	0	0	0	0	0
SAOUHSC_02051	NC_007795.1	1950673	1951095	-	423	0	0	0	0	0	0
SAOUHSC_02052	NC_007795.1	1951119	1951265	-	147	0	0	0	0	0	0
SAOUHSC_02053	NC_007795.1	1951266	1951454	-	189	0	0	0	0	0	0
SAOUHSC_02054	NC_007795.1	1951442	1951642	-	201	0	0	0	0	0	0
SAOUHSC_02055	NC_007795.1	1951617	1951805	-	189	0	0	0	0	0	0
SAOUHSC_02056	NC_007795.1	1951802	1952047	-	246	0	0	0	0	0	0
SAOUHSC_02057	NC_007795.1	1952084	1952620	-	537	0	0	0	0	0	0
SAOUHSC_02058	NC_007795.1	1952586	1952828	-	243	0	0	0	0	0	0
SAOUHSC_02059	NC_007795.1	1952825	1953070	-	246	0	0	0	0	0	0
SAOUHSC_02060	NC_007795.1	1953085	1953333	-	249	0	0	0	0	0	0
SAOUHSC_02061	NC_007795.1	1953334	1953693	-	360	0	0	0	0	0	0
SAOUHSC_02062	NC_007795.1	1953694	1953963	-	270	0	0	0	0	0	0
SAOUHSC_02063	NC_007795.1	1953964	1954149	-	186	0	0	0	0	0	0
SAOUHSC_02064	NC_007795.1	1954154	1954558	-	405	0	0	0	0	0	0
SAOUHSC_02065	NC_007795.1	1954569	1954790	-	222	0	0	0	0	0	0
SAOUHSC_02066	NC_007795.1	1954794	1955009	-	216	0	0	0	0	0	0
SAOUHSC_02067	NC_007795.1	1955006	1956247	-	1242	0	0	0	0	0	0
SAOUHSC_02068	NC_007795.1	1956244	1956600	-	357	0	0	0	0	0	0
SAOUHSC_02069	NC_007795.1	1956600	1957406	-	807	0	0	0	0	0	0
SAOUHSC_02070	NC_007795.1	1957378	1958070	-	693	0	0	0	0	0	0
SAOUHSC_02071	NC_007795.1	1958083	1958583	-	501	0	0	0	0	0	0
SAOUHSC_02072	NC_007795.1	1958667	1959446	-	780	0	0	0	0	0	0
SAOUHSC_02073	NC_007795.1	1959447	1959983	-	537	0	0	0	0	0	0
SAOUHSC_02074	NC_007795.1	1959996	1960316	-	321	0	0	0	0	0	0
SAOUHSC_02075	NC_007795.1	1960237	1960566	-	330	0	0	0	0	0	0
SAOUHSC_02076	NC_007795.1	1960656	1960817	-	162	0	0	0	0	0	0
SAOUHSC_02077	NC_007795.1	1960810	1961031	-	222	0	0	0	0	0	0
SAOUHSC_02078	NC_007795.1	1961045	1961494	-	450	0	0	0	0	0	0
SAOUHSC_02079	NC_007795.1	1961536	1961760	-	225	0	0	0	0	0	0
SAOUHSC_02080	NC_007795.1	1961761	1962552	-	792	0	0	0	0	0	0
SAOUHSC_02081	NC_007795.1	1962709	1963017	-	309	0	0	0	0	0	0
SAOUHSC_02083	NC_007795.1	1963032	1963250	-	219	0	0	0	0	0	0
SAOUHSC_02084	NC_007795.1	1963392	1964111	+	720	0	0	0	0	0	0
SAOUHSC_02085	NC_007795.1	1964181	1964348	+	168	0	0	0	0	0	0
SAOUHSC_02086	NC_007795.1	1964508	1964693	+	186	0	0	0	0	0	0
SAOUHSC_02087	NC_007795.1	1964729	1965634	+	906	0	0	0	0	0	0
SAOUHSC_02088	NC_007795.1	1965571	1965771	-	201	0	0	0	0	0	0
SAOUHSC_02089	NC_007795.1	1965883	1966929	+	1047	0	0	0	0	0	0
SAOUHSC_02090	NC_007795.1	1966974	1968119	+	1146	4527	3344	4172	3007	3664	394
SAOUHSC_02091	NC_007795.1	1968379	1968909	-	531	4549	3294	3850	7237	12242	1884
SAOUHSC_02092	NC_007795.1	1968999	1970255	-	1257	5971	4230	4920	10038	13425	1876
SAOUHSC_02093	NC_007795.1	1970258	1970458	-	201	329	215	328	493	858	41
SAOUHSC_02095	NC_007795.1	1970605	1971069	+	465	8391	8633	6405	38420	76695	15969
SAOUHSC_02096	NC_007795.1	1971076	1971351	+	276	7506	6665	5800	27238	27517	3617
SAOUHSC_02097	NC_007795.1	1971629	1972846	+	1218	4960	4454	3509	22514	21972	2839
SAOUHSC_02098	NC_007795.1	1972962	1973591	-	630	15713	12432	14743	3725	4851	619
SAOUHSC_02099	NC_007795.1	1973581	1974624	-	1044	18889	14075	18960	4828	5897	371
SAOUHSC_02100	NC_007795.1	1974621	1975322	-	702	4385	3455	3940	1634	2067	127
SAOUHSC_02101	NC_007795.1	1975337	1975723	-	387	1442	1205	1771	715	1784	23
SAOUHSC_02102	NC_007795.1	1975940	1976698	-	759	2941	1957	2124	3526	2902	531
SAOUHSC_02103	NC_007795.1	1977226	1978212	+	987	654	400	577	630	569	33
SAOUHSC_02104	NC_007795.1	1978643	1979056	-	414	40	22	40	61	88	10
SAOUHSC_02105	NC_007795.1	1979085	1979195	-	111	107	82	78	33	12	4
SAOUHSC_02106	NC_007795.1	1979281	1980012	-	732	8007	5617	8660	2978	2903	403
SAOUHSC_02107	NC_007795.1	1980014	1981327	-	1314	10474	8276	10993	5212	4901	863
SAOUHSC_02108	NC_007795.1	1981619	1982119	+	501	39939	29818	32901	24734	18998	1109
SAOUHSC_02109	NC_007795.1	1982201	1982293	-	93	5	2	6	7	5	0
SAOUHSC_02110	NC_007795.1	1982508	1983062	+	555	6766	6212	4971	2411	1780	110
SAOUHSC_02111	NC_007795.1	1983130	1984170	-	1041	2530	2398	1712	1715	1386	418
SAOUHSC_02112	NC_007795.1	1984447	1984977	-	531	3037	2461	3106	1934	2154	232
SAOUHSC_02113	NC_007795.1	1985147	1986508	-	1362	4722	4278	3791	2850	3173	329
SAOUHSC_02114	NC_007795.1	1986589	1987536	-	948	13879	8706	11153	5336	4986	960
SAOUHSC_02115	NC_007795.1	1988119	1988265	-	147	0	2	0	1	2	0
SAOUHSC_02116	NC_007795.1	1988305	1989732	-	1428	16737	12645	13257	20416	25974	6092
SAOUHSC_02117	NC_007795.1	1989745	1991202	-	1458	6806	5181	4858	9429	8860	2252
SAOUHSC_02118	NC_007795.1	1991204	1991506	-	303	645	519	404	1086	1562	102
SAOUHSC_02119	NC_007795.1	1991873	1993411	+	1539	5261	4430	4300	8265	10118	2867
SAOUHSC_02121	NC_007795.1	1993500	1994699	-	1200	7034	4914	5366	8305	10755	1579
SAOUHSC_02122	NC_007795.1	1994712	1996715	-	2004	7143	5096	5544	7558	9584	1557
SAOUHSC_02123	NC_007795.1	1996719	1998911	-	2193	5563	4014	4095	5568	6722	1665
SAOUHSC_02124	NC_007795.1	1998908	1999600	-	693	1011	765	696	1404	1633	169
SAOUHSC_02125	NC_007795.1	1999772	2000074	-	303	2377	1503	1617	2430	1679	272
SAOUHSC_02126	NC_007795.1	2000183	2001478	-	1296	3787	2329	2842	3449	3011	548
SAOUHSC_02127	NC_007795.1	2002339	2003505	+	1167	2555	1027	2174	369	392	156
SAOUHSC_02129	NC_007795.1	2003536	2003862	+	327	861	265	1056	196	265	33
SAOUHSC_02130	NC_007795.1	2004154	2004327	-	174	1002	699	696	882	594	317
SAOUHSC_02131	NC_007795.1	2004308	2004910	-	603	2107	1570	1567	2349	2950	349
SAOUHSC_02132	NC_007795.1	2005181	2006002	-	822	1852	1265	1490	2462	4075	341
SAOUHSC_02133	NC_007795.1	2005995	2007464	-	1470	1320	965	1091	2069	3822	668
SAOUHSC_02134	NC_007795.1	2007648	2008724	+	1077	955	701	598	2097	2745	794
SAOUHSC_02135	NC_007795.1	2008744	2009538	+	795	1038	679	722	2059	2861	320
SAOUHSC_02136	NC_007795.1	2009610	2009717	+	108	6	3	5	3	3	0
SAOUHSC_02137	NC_007795.1	2009728	2011290	-	1563	4142	3579	3137	4499	6421	1650
